id_client,score_credit,categorie_risque,taux_rejet,id_segment,nom_segment,id_compte,solde,id_transactions,id_produit,id_agence,id_temps,montant,devise,montant_eur,type_operation,statut,nom_agence,nom_produit,categorie,date_transaction,annee,mois,trimestre,jour_semaine
CLI0035,600,Medium,0.04,3,Standard,47,36256.78,TXN001042,7,3,473,2624.42,USD,2430.02,Credit,Complete,Lyon-Part-Dieu,Livret A,Remboursement credit,2023-08-03,2023,8,3,3
CLI0035,600,Medium,0.04,3,Standard,47,36256.78,TXN000787,3,3,655,1529.77,MAD,140.99,Credit,En attente,Lyon-Part-Dieu,PEA,Prelevement,2024-05-15,2024,5,2,2
CLI0035,600,Medium,0.04,3,Standard,47,36256.78,TXN000936,5,3,718,-157.32,EUR,-157.32,Debit,Complete,Lyon-Part-Dieu,Credit Immobilier,Interets,2024-10-02,2024,10,4,2
CLI0035,600,Medium,0.04,3,Standard,47,36256.78,TXN000184,1,3,223,-3111.79,EUR,-3111.79,Debit,Complete,Lyon-Part-Dieu,Compte Epargne,Depot especes,2023-09-18,2023,9,3,0
CLI0035,600,Medium,0.04,3,Standard,47,36256.78,TXN000277,1,3,818,1669.72,MAD,153.89,Credit,Complete,Lyon-Part-Dieu,Compte Epargne,Depot especes,2024-09-30,2024,9,3,0
CLI0035,600,Medium,0.04,3,Standard,47,36256.78,TXN001849,2,3,569,-1387.2,EUR,-1387.2,Debit,Complete,Lyon-Part-Dieu,Credit Consommation,Retrait DAB,2023-06-15,2023,6,2,3
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000133,3,3,48,1394.85,EUR,1394.85,Credit,Complete,Lyon-Part-Dieu,PEA,Prelevement,2023-03-25,2023,3,1,5
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000007,8,3,143,-276.38,EUR,-276.38,Debit,Complete,Lyon-Part-Dieu,Compte Courant,Paiement CB,2023-09-12,2023,9,3,1
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000004,3,3,305,-299.15,EUR,-299.15,Debit,Complete,Lyon-Part-Dieu,PEA,Prelevement,2023-05-14,2023,5,2,6
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000052,2,3,315,2120.25,EUR,2120.25,Credit,Complete,Lyon-Part-Dieu,Credit Consommation,Retrait DAB,2024-05-31,2024,5,2,4
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN001442,5,3,229,2387.28,USD,2210.44,Credit,En attente,Lyon-Part-Dieu,Credit Immobilier,Interets,2023-09-27,2023,9,3,2
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000130,7,3,138,-177.4,EUR,-177.4,Debit,Complete,Lyon-Part-Dieu,Livret A,Remboursement credit,2024-04-10,2024,4,2,2
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000039,1,3,290,-6082.38,GBP,-7072.53,Debit,Rejete,Lyon-Part-Dieu,Compte Epargne,Depot especes,2024-08-17,2024,8,3,5
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN001620,5,3,75,2035.27,EUR,2035.27,Credit,Complete,Lyon-Part-Dieu,Credit Immobilier,Interets,2022-06-02,2022,6,2,3
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000724,19,3,575,134.27,EUR,134.27,Credit,Complete,Lyon-Part-Dieu,Credit Auto,Retrait DAB,2023-02-23,2023,2,1,3
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000321,8,3,689,-2630.56,EUR,-2630.56,Debit,Complete,Lyon-Part-Dieu,Compte Courant,Paiement CB,2024-02-04,2024,2,1,6
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN001481,1,3,653,150000.0,EUR,2231.11,Credit,Complete,Lyon-Part-Dieu,Compte Epargne,Depot especes,2022-09-30,2022,9,3,4
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN001775,1,3,274,-1280.61,USD,-1185.75,Debit,Complete,Lyon-Part-Dieu,Compte Epargne,Depot especes,2022-11-11,2022,11,4,4
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000076,5,3,791,1043.45,EUR,1043.45,Credit,Complete,Lyon-Part-Dieu,Credit Immobilier,Interets,2024-12-14,2024,12,4,5
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN001772,8,3,323,2006.57,EUR,2006.57,Credit,Complete,Lyon-Part-Dieu,Compte Courant,Paiement CB,2024-02-12,2024,2,1,0
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN000812,24,3,271,-5897.72,MAD,-543.57,Debit,Rejete,Lyon-Part-Dieu,Assurance Vie,Virement international,2022-01-22,2022,1,1,5
CLI0076,326,High,0.04,2,Risque,49,27506.8,TXN001218,2,3,52,-790.3,EUR,-790.3,Debit,Complete,Lyon-Part-Dieu,Credit Consommation,Retrait DAB,2023-08-08,2023,8,3,1
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001939,1,5,49,-140.32,MAD,-12.93,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2024-07-07,2024,7,3,6
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001868,1,5,109,2770.05,EUR,2770.05,Credit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2023-06-04,2023,6,2,6
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN000790,5,5,135,-632.76,EUR,-632.76,Debit,Complete,Toulouse-Capitole,Credit Immobilier,Interets,2022-07-27,2022,7,3,2
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001950,24,5,386,-1671.3,CHF,-1722.99,Debit,Complete,Toulouse-Capitole,Assurance Vie,Virement international,2024-04-26,2024,4,2,4
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001923,1,5,513,162.25,MAD,14.95,Credit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2022-09-06,2022,9,3,1
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN000097,24,5,547,-817.85,EUR,-817.85,Debit,Complete,Toulouse-Capitole,Assurance Vie,Virement international,2022-08-30,2022,8,3,1
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001703,2,5,552,1151.91,USD,1066.58,Credit,En attente,Toulouse-Capitole,Credit Consommation,Retrait DAB,2023-12-06,2023,12,4,2
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN000962,24,5,8,722.46,EUR,722.46,Credit,Rejete,Toulouse-Capitole,Assurance Vie,Virement international,2023-10-06,2023,10,4,4
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN000006,24,5,410,303.0,EUR,303.0,Credit,Rejete,Toulouse-Capitole,Assurance Vie,Virement international,2024-09-18,2024,9,3,2
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN000248,24,5,720,-548.01,CHF,-564.96,Debit,Complete,Toulouse-Capitole,Assurance Vie,Virement international,2024-01-27,2024,1,1,5
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001953,7,5,400,875.01,GBP,1017.45,Credit,Complete,Toulouse-Capitole,Livret A,Remboursement credit,2023-01-11,2023,1,1,2
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001722,19,5,250,133.54,EUR,133.54,Credit,Complete,Toulouse-Capitole,Credit Auto,Retrait DAB,2024-03-08,2024,3,1,4
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN000614,1,5,314,-228.22,EUR,-228.22,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2023-06-16,2023,6,2,4
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN001280,1,5,379,-484.79,EUR,-484.79,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2022-03-23,2022,3,1,2
CLI0048,670,Medium,0.068,3,Standard,50,7276.46,TXN000741,19,5,385,491.81,EUR,491.81,Credit,Complete,Toulouse-Capitole,Credit Auto,Retrait DAB,2023-01-10,2023,1,1,1
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000685,5,5,50,-145.66,EUR,-145.66,Debit,Complete,Toulouse-Capitole,Credit Immobilier,Interets,2022-02-14,2022,2,1,0
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000159,3,5,216,293.92,EUR,293.92,Credit,Complete,Toulouse-Capitole,PEA,Prelevement,2022-01-20,2022,1,1,3
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000779,3,5,296,-474.32,EUR,-474.32,Debit,Complete,Toulouse-Capitole,PEA,Prelevement,2022-04-09,2022,4,2,5
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000261,1,5,458,-5573.03,EUR,-5573.03,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2023-06-14,2023,6,2,2
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN001343,2,5,402,-36.24,CHF,-37.36,Debit,Complete,Toulouse-Capitole,Credit Consommation,Retrait DAB,2023-03-06,2023,3,1,0
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN001364,1,5,285,-2119.09,EUR,-2119.09,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2022-03-08,2022,3,1,1
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN001238,3,5,555,1672.88,EUR,1672.88,Credit,Complete,Toulouse-Capitole,PEA,Prelevement,2023-10-08,2023,10,4,6
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN001299,5,5,496,-4425.35,USD,-4097.55,Debit,Complete,Toulouse-Capitole,Credit Immobilier,Interets,2022-12-18,2022,12,4,6
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000167,7,5,488,-910.95,EUR,-910.95,Debit,Complete,Toulouse-Capitole,Livret A,Remboursement credit,2023-10-27,2023,10,4,4
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000703,1,5,168,637.05,EUR,637.05,Credit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2024-09-27,2024,9,3,4
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000865,1,5,771,2904.47,EUR,2904.47,Credit,En attente,Toulouse-Capitole,Compte Epargne,Depot especes,2024-08-19,2024,8,3,0
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000711,19,5,338,-2311.29,MAD,-213.02,Debit,Complete,Toulouse-Capitole,Credit Auto,Retrait DAB,2022-06-06,2022,6,2,0
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN001560,1,5,323,-393.93,EUR,-393.93,Debit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2024-02-12,2024,2,1,0
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN001474,8,5,457,-1896.89,EUR,-1896.89,Debit,Complete,Toulouse-Capitole,Compte Courant,Paiement CB,2023-08-04,2023,8,3,4
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN000253,1,5,582,7013.04,GBP,8154.7,Credit,Complete,Toulouse-Capitole,Compte Epargne,Depot especes,2024-11-30,2024,11,4,5
CLI0142,676,Medium,0.068,3,Standard,51,39391.96,TXN001158,7,5,1,230.18,EUR,230.18,Credit,Rejete,Toulouse-Capitole,Livret A,Remboursement credit,2022-04-19,2022,4,2,1
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN001247,1,7,52,1364.35,EUR,1364.35,Credit,Complete,Paris-Centre,Compte Epargne,Depot especes,2023-08-08,2023,8,3,1
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN001924,7,7,180,1355.33,USD,1254.94,Credit,Complete,Paris-Centre,Livret A,Remboursement credit,2022-02-10,2022,2,1,3
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN000661,8,7,313,1406.41,EUR,1406.41,Credit,En attente,Paris-Centre,Compte Courant,Paiement CB,2023-10-21,2023,10,4,5
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN001552,19,7,422,2068.82,GBP,2405.6,Credit,En attente,Paris-Centre,Credit Auto,Retrait DAB,2022-06-21,2022,6,2,1
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN000132,24,7,451,-3830.08,USD,-3546.37,Debit,Complete,Paris-Centre,Assurance Vie,Virement international,2022-05-08,2022,5,2,6
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN000961,8,7,524,-322.56,EUR,-322.56,Debit,Complete,Paris-Centre,Compte Courant,Paiement CB,2024-10-10,2024,10,4,3
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN000376,24,7,647,-2286.97,EUR,-2286.97,Debit,Complete,Paris-Centre,Assurance Vie,Virement international,2022-01-01,2022,1,1,5
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN001753,5,7,267,2164.38,EUR,2164.38,Credit,Complete,Paris-Centre,Credit Immobilier,Interets,2022-03-01,2022,3,1,1
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN001180,1,7,229,1977.34,USD,1830.87,Credit,Complete,Paris-Centre,Compte Epargne,Depot especes,2023-09-27,2023,9,3,2
CLI0067,337,High,0.066,2,Risque,53,5723.41,TXN000269,24,7,684,-705.65,CHF,-727.47,Debit,Complete,Paris-Centre,Assurance Vie,Virement international,2023-11-19,2023,11,4,6
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000679,3,1,53,-2607.66,EUR,-2607.66,Debit,Rejete,Marseille-Vieux-Port,PEA,Prelevement,2022-10-26,2022,10,4,2
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000687,3,1,85,1621.04,EUR,1621.04,Credit,Complete,Marseille-Vieux-Port,PEA,Prelevement,2022-09-25,2022,9,3,6
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000856,7,1,111,6307.96,CHF,6503.05,Credit,Complete,Marseille-Vieux-Port,Livret A,Remboursement credit,2024-03-07,2024,3,1,3
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000768,5,1,121,362.61,EUR,362.61,Credit,Complete,Marseille-Vieux-Port,Credit Immobilier,Interets,2022-07-23,2022,7,3,5
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN001779,5,1,238,465.68,EUR,465.68,Credit,Complete,Marseille-Vieux-Port,Credit Immobilier,Interets,2023-01-05,2023,1,1,3
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000386,8,1,130,-3287.3,EUR,-3287.3,Debit,Complete,Marseille-Vieux-Port,Compte Courant,Paiement CB,2023-07-20,2023,7,3,3
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000468,3,1,218,286.6,USD,265.37,Credit,Complete,Marseille-Vieux-Port,PEA,Prelevement,2024-08-30,2024,8,3,4
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000378,2,1,372,-825.79,EUR,-825.79,Debit,Complete,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2024-03-09,2024,3,1,5
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000776,1,1,108,-417.63,EUR,-417.63,Debit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2023-05-22,2023,5,2,0
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000221,3,1,475,2412.41,EUR,2412.41,Credit,Complete,Marseille-Vieux-Port,PEA,Prelevement,2023-06-19,2023,6,2,0
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN001303,2,1,804,-3225.63,EUR,-3225.63,Debit,Complete,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2024-10-19,2024,10,4,5
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000252,7,1,520,173.48,MAD,15.99,Credit,Complete,Marseille-Vieux-Port,Livret A,Remboursement credit,2022-10-30,2022,10,4,6
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000091,24,1,744,-1513.8,USD,-1401.67,Debit,Complete,Marseille-Vieux-Port,Assurance Vie,Virement international,2024-03-02,2024,3,1,5
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000405,8,1,396,1975.7,CHF,2036.8,Credit,Complete,Marseille-Vieux-Port,Compte Courant,Paiement CB,2022-09-04,2022,9,3,6
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN001823,1,1,532,410.57,EUR,410.57,Credit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2022-05-09,2022,5,2,0
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN001174,1,1,854,-998.47,EUR,-998.47,Debit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2022-02-18,2022,2,1,4
CLI0112,636,Medium,0.056,3,Standard,55,25932.26,TXN000030,8,1,880,2097.3,USD,1941.94,Credit,Complete,Marseille-Vieux-Port,Compte Courant,Paiement CB,2022-07-25,2022,7,3,0
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN000383,2,1,55,87.22,EUR,87.22,Credit,Complete,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2023-05-28,2023,5,2,6
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN000820,1,1,91,-925.38,EUR,-925.38,Debit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2022-04-02,2022,4,2,5
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN000435,1,1,248,-1787.14,EUR,-1787.14,Debit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2024-10-07,2024,10,4,0
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN001022,5,1,267,2154.27,EUR,2154.27,Credit,Complete,Marseille-Vieux-Port,Credit Immobilier,Interets,2022-03-01,2022,3,1,1
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN001636,24,1,511,-1785.44,EUR,-1785.44,Debit,En attente,Marseille-Vieux-Port,Assurance Vie,Virement international,2024-05-29,2024,5,2,2
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN000090,3,1,748,-2593.31,EUR,-2593.31,Debit,Complete,Marseille-Vieux-Port,PEA,Prelevement,2023-01-27,2023,1,1,4
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN000329,24,1,270,708.75,USD,656.25,Credit,Complete,Marseille-Vieux-Port,Assurance Vie,Virement international,2022-11-01,2022,11,4,1
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN000864,1,1,262,-146.27,EUR,-146.27,Debit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2024-10-27,2024,10,4,6
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN000950,24,1,127,362.3,EUR,362.3,Credit,Complete,Marseille-Vieux-Port,Assurance Vie,Virement international,2024-01-02,2024,1,1,1
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN001863,8,1,153,2793.4,EUR,2793.4,Credit,Complete,Marseille-Vieux-Port,Compte Courant,Paiement CB,2022-12-14,2022,12,4,2
CLI0140,609,Medium,0.056,3,Standard,57,48751.11,TXN001554,3,2,512,-524.11,CHF,-540.32,Debit,Complete,Bordeaux-Meriadeck,PEA,Prelevement,2023-09-15,2023,9,3,4
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001981,3,7,56,-1440.39,EUR,-1440.39,Debit,Complete,Paris-Centre,PEA,Prelevement,2024-03-13,2024,3,1,2
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001461,24,7,59,-611.64,EUR,-611.64,Debit,Complete,Paris-Centre,Assurance Vie,Virement international,2023-12-08,2023,12,4,4
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001065,19,7,125,1418.55,EUR,1418.55,Credit,Complete,Paris-Centre,Credit Auto,Retrait DAB,2024-04-07,2024,4,2,6
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001623,3,7,28,-1755.03,USD,-1625.03,Debit,Complete,Paris-Centre,PEA,Prelevement,2022-09-16,2022,9,3,4
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN000588,24,7,170,2078.03,EUR,2078.03,Credit,Complete,Paris-Centre,Assurance Vie,Virement international,2022-10-01,2022,10,4,5
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN000215,2,7,102,-343.2,GBP,-399.07,Debit,Complete,Paris-Centre,Credit Consommation,Retrait DAB,2024-02-03,2024,2,1,5
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001771,5,7,556,2106.04,USD,1950.04,Credit,Complete,Paris-Centre,Credit Immobilier,Interets,2024-04-03,2024,4,2,2
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN000231,2,7,478,-495.94,EUR,-495.94,Debit,Rejete,Paris-Centre,Credit Consommation,Retrait DAB,2023-07-30,2023,7,3,6
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001058,19,7,445,702.12,EUR,702.12,Credit,Complete,Paris-Centre,Credit Auto,Retrait DAB,2022-02-07,2022,2,1,0
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001608,24,7,149,382.46,EUR,382.46,Credit,Complete,Paris-Centre,Assurance Vie,Virement international,2022-06-24,2022,6,2,4
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN000099,5,7,831,1428.54,USD,1322.72,Credit,Complete,Paris-Centre,Credit Immobilier,Interets,2023-08-18,2023,8,3,4
CLI0082,813,Low,0.066,1,Premium,58,5403.85,TXN001221,2,7,746,-935.73,EUR,-935.73,Debit,Complete,Paris-Centre,Credit Consommation,Retrait DAB,2024-09-10,2024,9,3,1
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN001527,2,8,8,1982.71,GBP,2305.48,Credit,Complete,Nantes-Commerce,Credit Consommation,Retrait DAB,2023-10-06,2023,10,4,4
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN001628,7,8,244,-575.1,EUR,-575.1,Debit,Rejete,Nantes-Commerce,Livret A,Remboursement credit,2024-02-01,2024,2,1,3
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN001360,1,8,250,2431.46,EUR,2431.46,Credit,Complete,Nantes-Commerce,Compte Epargne,Depot especes,2024-03-08,2024,3,1,4
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN000390,5,8,254,-6912.37,USD,-6400.34,Debit,Complete,Nantes-Commerce,Credit Immobilier,Interets,2023-07-18,2023,7,3,1
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN000437,7,8,285,-2522.14,EUR,-2522.14,Debit,Complete,Nantes-Commerce,Livret A,Remboursement credit,2022-03-08,2022,3,1,1
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN000368,19,8,595,-176.04,EUR,-176.04,Debit,En attente,Nantes-Commerce,Credit Auto,Retrait DAB,2022-12-24,2022,12,4,5
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN001814,5,8,656,-139.59,EUR,-139.59,Debit,En attente,Nantes-Commerce,Credit Immobilier,Interets,2022-04-26,2022,4,2,1
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN000534,1,8,705,446.15,MAD,41.12,Credit,Complete,Nantes-Commerce,Compte Epargne,Depot especes,2022-06-29,2022,6,2,2
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN001245,5,8,35,-2495.66,EUR,-2495.66,Debit,Complete,Nantes-Commerce,Credit Immobilier,Interets,2024-01-24,2024,1,1,2
CLI0090,682,Medium,0.085,3,Standard,59,28486.62,TXN000411,3,8,799,-2463.61,EUR,-2463.61,Debit,Complete,Nantes-Commerce,PEA,Prelevement,2024-06-21,2024,6,2,4
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000010,2,1,57,1277.71,MAD,117.76,Credit,Complete,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2022-08-31,2022,8,3,2
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000401,24,1,179,978.97,EUR,978.97,Credit,En attente,Marseille-Vieux-Port,Assurance Vie,Virement international,2023-03-31,2023,3,1,4
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000560,19,2,582,-1424.76,USD,-1319.22,Debit,Complete,Bordeaux-Meriadeck,Credit Auto,Retrait DAB,2024-11-30,2024,11,4,5
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000543,8,1,351,298.42,USD,276.31,Credit,Complete,Marseille-Vieux-Port,Compte Courant,Paiement CB,2024-01-13,2024,1,1,5
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN001252,1,1,304,1135.75,EUR,1135.75,Credit,Complete,Marseille-Vieux-Port,Compte Epargne,Depot especes,2022-11-23,2022,11,4,2
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000475,24,1,60,294.97,EUR,294.97,Credit,Complete,Marseille-Vieux-Port,Assurance Vie,Virement international,2024-08-27,2024,8,3,1
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000198,5,1,500,-1113.28,GBP,-1294.51,Debit,Complete,Marseille-Vieux-Port,Credit Immobilier,Interets,2023-07-16,2023,7,3,6
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000418,1,1,712,-49.76,MAD,-4.59,Debit,En attente,Marseille-Vieux-Port,Compte Epargne,Depot especes,2024-10-23,2024,10,4,2
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000217,2,1,248,452.21,EUR,452.21,Credit,Complete,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2024-10-07,2024,10,4,0
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000084,19,1,302,-1887.29,EUR,-1887.29,Debit,Complete,Marseille-Vieux-Port,Credit Auto,Retrait DAB,2024-05-09,2024,5,2,3
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000449,7,1,96,396.77,EUR,396.77,Credit,Complete,Marseille-Vieux-Port,Livret A,Remboursement credit,2022-12-25,2022,12,4,6
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000750,2,1,823,-2004.79,EUR,-2004.79,Debit,Complete,Marseille-Vieux-Port,Credit Consommation,Retrait DAB,2024-07-02,2024,7,3,1
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000480,24,1,521,-2066.35,USD,-1913.29,Debit,Complete,Marseille-Vieux-Port,Assurance Vie,Virement international,2024-12-26,2024,12,4,3
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN000824,24,1,560,-259.64,EUR,-259.64,Debit,Complete,Marseille-Vieux-Port,Assurance Vie,Virement international,2022-08-01,2022,8,3,0
CLI0078,647,Medium,0.056,3,Standard,60,19080.86,TXN001517,19,1,255,-401.24,CHF,-413.65,Debit,Complete,Marseille-Vieux-Port,Credit Auto,Retrait DAB,2022-06-17,2022,6,2,4
CLI0037,622,Medium,0.042,3,Standard,61,8001.13,TXN001971,8,4,58,-2435.52,CHF,-2510.85,Debit,Complete,Lille-Grand-Place,Compte Courant,Paiement CB,2024-05-21,2024,5,2,1
CLI0037,622,Medium,0.042,3,Standard,61,8001.13,TXN000178,19,4,359,-3966.82,EUR,-3966.82,Debit,Complete,Lille-Grand-Place,Credit Auto,Retrait DAB,2024-07-21,2024,7,3,6
CLI0037,622,Medium,0.042,3,Standard,61,8001.13,TXN001661,8,4,549,804.71,EUR,804.71,Credit,Complete,Lille-Grand-Place,Compte Courant,Paiement CB,2024-12-02,2024,12,4,0
CLI0037,622,Medium,0.042,3,Standard,61,8001.13,TXN000645,2,4,537,2688.05,USD,2488.94,Credit,Complete,Lille-Grand-Place,Credit Consommation,Retrait DAB,2024-05-13,2024,5,2,0
CLI0037,622,Medium,0.042,3,Standard,61,8001.13,TXN000873,5,4,352,-2785.24,EUR,-2785.24,Debit,Complete,Lille-Grand-Place,Credit Immobilier,Interets,2022-07-31,2022,7,3,6
CLI0037,622,Medium,0.042,3,Standard,61,8001.13,TXN000236,7,4,654,2128.39,GBP,2474.87,Credit,Complete,Lille-Grand-Place,Livret A,Remboursement credit,2024-01-18,2024,1,1,3
